,0,1,2,Act Enrl,Actv,Bldg/Rm,CRN,Course #,Course Title,Days,Instructor,Max Enrl,Seats Avail,Start - End,Time,Units
66,,,,78.0,LECT,REMOTE ONLY,10652.0,PSY-158-01,Positive Psychology,TR,"Carroll, Paul",75.0,-3,19-JAN 07-MAY,1:30-2:45pm,4.0
67,,,,,EXAM,REMOTE ONLY,,,Positive Psychology,F,,,,14-MAY 14-MAY,11:30-2:30pm,
68,,,,55.0,LECT,REMOTE ONLY,16242.0,PSY-161-01,Perceptual Psychology,MWF,"Altman, Meaghan",55.0,Closed,19-JAN 07-MAY,7:30-8:20am,4.0
69,,,,,EXAM,REMOTE ONLY,,,Perceptual Psychology,M,,,,10-MAY 10-MAY,8:00-11:00am,
70,,,,77.0,LECT,REMOTE ONLY,14135.0,PSY-162-01,PSY of Visual Perception,MWF,"Altman, Meaghan",75.0,-2,19-JAN 07-MAY,9:30-10:20am,4.0
71,,,,,EXAM,REMOTE ONLY,,,PSY of Visual Perception,W,,,,12-MAY 12-MAY,3:00-6:00pm,
72,,,,75.0,LECT,REMOTE ONLY,10653.0,PSY-180-01,Physiological Psychology,MWF,"Altman, Meaghan",75.0,Closed,19-JAN 07-MAY,8:30-9:20am,4.0
73,,,,,EXAM,REMOTE ONLY,,,Physiological Psychology,T,,,,11-MAY 11-MAY,11:30-2:30pm,
74,,,,85.0,LECT,REMOTE ONLY,16243.0,PSY-180-02,Physiological Psychology,MW,"Tracy, Darrin",85.0,Closed,19-JAN 07-MAY,2:00-3:15pm,4.0
75,,,,,EXAM,REMOTE ONLY,,,Physiological Psychology,S,,,,08-MAY 08-MAY,11:30-2:30pm,
76,,,,67.0,LECT,REMOTE ONLY,13633.0,PSY-181-01,Clinical Neuropsychology,TR,"Khislavsky, Alexander",85.0,18,19-JAN 07-MAY,1:30-2:45pm,4.0
77,,,,,EXAM,REMOTE ONLY,,,Clinical Neuropsychology,F,,,,14-MAY 14-MAY,11:30-2:30pm,
78,,,,75.0,LECT,REMOTE ONLY,16244.0,PSY-183-01,Human Behavioral Genetics,TR,"Hahn-Holbrook, Jennifer",75.0,Closed,19-JAN 07-MAY,10:30-11:45am,4.0
79,,,,,EXAM,REMOTE ONLY,,,Human Behavioral Genetics,R,,,,13-MAY 13-MAY,8:00-11:00am,
80,,,,75.0,LECT,REMOTE ONLY,16245.0,PSY-183-02,Human Behavioral Genetics,TR,"Hahn-Holbrook, Jennifer",75.0,Closed,19-JAN 07-MAY,12:00-1:15pm,4.0
81,,,,,EXAM,REMOTE ONLY,,,Human Behavioral Genetics,R,,,,13-MAY 13-MAY,8:00-11:00am,
82,,,,20.0,LECT,REMOTE ONLY,16246.0,PSY-184-01,Dev Cognitive Neuroscience,MW,"Bortfeld, Heather",20.0,Closed,19-JAN 07-MAY,4:30-5:45pm,4.0
83,,,,,EXAM,REMOTE ONLY,,,Dev Cognitive Neuroscience,F,,,,14-MAY 14-MAY,3:00-6:00pm,
84,,,,79.0,LECT,REMOTE ONLY,16247.0,PSY-190-01,PSY of Agression & Violence,MW,"Isbell, Jason",75.0,-4,19-JAN 07-MAY,9:00-10:15am,4.0
85,,,,,EXAM,REMOTE ONLY,,,PSY of Agression & Violence,T,,,,11-MAY 11-MAY,11:30-2:30pm,
86,,,,73.0,LECT,REMOTE ONLY,16248.0,PSY-190-02,Latinx Youth & Families,TR,"Bamaca, Mayra",75.0,2,19-JAN 07-MAY,10:30-11:45am,4.0
87,,,,,EXAM,REMOTE ONLY,,,Latinx Youth & Families,S,,,,08-MAY 08-MAY,3:00-6:00pm,
88,,,,51.0,LECT,REMOTE ONLY,16249.0,PSY-190-03,Psychopharm: Therapeutic Drug,MW,"Tracy, Darrin",75.0,24,19-JAN 07-MAY,9:00-10:15am,4.0
89,,,,,EXAM,REMOTE ONLY,,,Psychopharm: Therapeutic Drug,S,,,,08-MAY 08-MAY,8:00-11:00am,
90,,,,77.0,LECT,REMOTE ONLY,16250.0,PSY-190-04,PSY of Agression and Violence,MW,"Isbell, Jason",75.0,-2,19-JAN 07-MAY,10:30-11:45am,4.0
91,,,,,EXAM,REMOTE ONLY,,,PSY of Agression and Violence,S,,,,08-MAY 08-MAY,8:00-11:00am,
92,,,,75.0,LECT,REMOTE ONLY,16447.0,PSY-190-05,Psychology of Gender,TR,"Zawadzki, Matthew",75.0,Closed,19-JAN 07-MAY,1:30-2:45pm,4.0
93,,,,,EXAM,REMOTE ONLY,,,Psychology of Gender,F,,,,14-MAY 14-MAY,11:30-2:30pm,
94,,,,61.0,LECT,REMOTE ONLY,16448.0,PSY-190-06,Psychopharm: Therapeutic Drug,MW,"Tracy, Darrin",75.0,14,19-JAN 07-MAY,10:30-11:45am,4.0
95,,,,,EXAM,REMOTE ONLY,,,Psychopharm: Therapeutic Drug,S,,,,08-MAY 08-MAY,8:00-11:00am,
96,,,,75.0,LECT,REMOTE ONLY,16449.0,PSY-190-07,Latinx Youth & Families,TR,"Bamaca, Mayra",75.0,Closed,19-JAN 07-MAY,1:30-2:45pm,4.0
97,,,,,EXAM,REMOTE ONLY,,,Latinx Youth & Families,F,,,,14-MAY 14-MAY,11:30-2:30pm,
98,,,,36.0,LECT,REMOTE ONLY,16469.0,PSY-191-01,PSY Culminating Experience,T,"Howell, Jennifer",295.0,259,19-JAN 07-MAY,12:00-2:45pm,4.0
99,,,,,EXAM,REMOTE ONLY,,,PSY Culminating Experience,R,,,,13-MAY 13-MAY,8:00-11:00am,
100,,,,2.0,SEM,REMOTE ONLY,16251.0,PSY-194H-01,Honors in PSY II,R,"Walle, Eric",15.0,13,19-JAN 07-MAY,1:30-4:20pm,3.0
101,,,,7.0,LECT,REMOTE ONLY,10569.0,PSY-200B-01,Professional Seminar,TR,"Bortfeld, Heather",12.0,5,19-JAN 07-MAY,12:00-1:15pm,4.0
102,,,,15.0,LECT,REMOTE ONLY,16252.0,PSY-202B-01,Adv Psych Statistics II,MW,"DePaoli, Sarah",20.0,5,19-JAN 07-MAY,10:30-11:45am,4.0
103,,,,,EXAM,REMOTE ONLY,,,Adv Psych Statistics II,S,,,,08-MAY 08-MAY,8:00-11:00am,
104,,,,4.0,LECT,REMOTE ONLY,16450.0,PSY-215-01,Essential Math,TR,"Lai, Keke",20.0,16,19-JAN 07-MAY,10:30-11:45am,4.0
105,,,,5.0,LECT,REMOTE ONLY,16254.0,PSY-231-01,Dev Psych II,T,"Main, Alexandra / Walle, Eric",15.0,10,19-JAN 07-MAY,1:30-4:20pm,4.0
106,,,,9.0,SEM,REMOTE ONLY,16468.0,PSY-239-01,Dev Psy Seminar,MW,"Walle, Eric",20.0,11,19-JAN 07-MAY,2:00-3:15pm,4.0
107,,,,,EXAM,REMOTE ONLY,,,Dev Psy Seminar,S,,,,08-MAY 08-MAY,11:30-2:30pm,
108,,,,6.0,SEM,REMOTE ONLY,15267.0,PSY-290-01,Theories of Behavior Change,T,"Hagger, Martin",20.0,14,19-JAN 07-MAY,8:30-11:20am,4.0
109,,,,7.0,SEM,REMOTE ONLY,12923.0,PSY-290-02,Missing Data Analysis,TR,"Jia, Fan",20.0,13,19-JAN 07-MAY,12:00-1:15pm,4.0
110,,,,2.0,SEM,REMOTE ONLY,16451.0,PSY-290-04,Topics in Quantitative PSY,T,"Vevea, Jack",20.0,18,19-JAN 07-MAY,2:00-4:45pm,4.0
111,,,,,EXAM,REMOTE ONLY,,,Topics in Quantitative PSY,R,,,,13-MAY 13-MAY,8:00-11:00am,
112,,,,9.0,SEM,REMOTE ONLY,16464.0,PSY-290-05,Social Psychology and Health,R,"Howell, Jennifer",20.0,11,19-JAN 07-MAY,9:00-11:45am,4.0
113,,,,,EXAM,REMOTE ONLY,,,Social Psychology and Health,T,,,,11-MAY 11-MAY,3:00-6:00pm,
0,,,,5.0,LECT,GRAN 135,16467.0,QSB-212-01,Adv Sig Trans and Growth Contr,TR,"Ortiz, Rudy",8.0,3.0,19-JAN 07-MAY,9:00-10:15am,4.0
1,,,,,EXAM,GRAN 135,,,Adv Sig Trans and Growth Contr,R,,,,13-MAY 13-MAY,8:00-11:00am,
2,,,,6.0,LECT,REMOTE ONLY,16071.0,QSB-222-01,Modeling Social Behavior,T,"Smaldino, Paul",20.0,14.0,19-JAN 07-MAY,3:00-5:45pm,4.0
3,,,,9.0,LECT,REMOTE ONLY,16072.0,QSB-227-01,VirologyMust Also Register for a Corresponding Discussion Section,MW,"Grasis, Juris",20.0,11.0,19-JAN 07-MAY,3:00-4:15pm,3.0
4,,,,,EXAM,REMOTE ONLY,,,VirologyMust Also Register for a Corresponding Discussion Section,W,,,,12-MAY 12-MAY,8:00-11:00am,
5,,,,9.0,DISC,REMOTE ONLY,16073.0,QSB-227-02D,Virology,W,Staff,20.0,11.0,19-JAN 07-MAY,4:30-5:20pm,0.0
6,,,,0.0,LECT,REMOTE ONLY,14667.0,QSB-243-01,Interdisc Comp Graduate EducMust Also Register for a Corresponding Lab Section,F,Staff,20.0,20.0,19-JAN 07-MAY,2:00-3:50pm,1.0
7,,,,,EXAM,REMOTE ONLY,,,Interdisc Comp Graduate EducMust Also Register for a Corresponding Lab Section,S,,,,08-MAY 08-MAY,11:30-2:30pm,
8,,,,0.0,LAB,REMOTE ONLY,14668.0,QSB-243-02L,Interdisc Comp Graduate Educ,F,Staff,20.0,20.0,19-JAN 07-MAY,4:00-4:50pm,0.0
9,,,,7.0,LECT,ACS 120,14686.0,QSB-251-01,Advanced Molecular Immunology,TR,"Hoyer, Katrina",12.0,5.0,19-JAN 07-MAY,9:00-10:15am,3.0
10,,,,,EXAM,ACS 120,,,Advanced Molecular Immunology,T,,,,11-MAY 11-MAY,3:00-6:00pm,
11,,,,8.0,LECT,SSB 160,16466.0,QSB-271-01,Adv Neurobiology of Diseases,TR,"Wolf, Frederick",20.0,12.0,19-JAN 07-MAY,12:00-1:15pm,3.0
12,,,,,EXAM,SSB 160,,,Adv Neurobiology of Diseases,R,,,,13-MAY 13-MAY,3:00-6:00pm,
13,,,,6.0,LECT,REMOTE ONLY,15711.0,QSB-285-01,BiostatisticsMust Also Register for a Corresponding Discussion Section,TR,"Barlow, Miriam",24.0,18.0,19-JAN 07-MAY,10:00-11:15am,4.0
14,,,,,EXAM,REMOTE ONLY,,,BiostatisticsMust Also Register for a Corresponding Discussion Section,M,,,,10-MAY 10-MAY,3:00-6:00pm,
15,,,,6.0,DISC,REMOTE ONLY,15712.0,QSB-285-02D,Biostatistics,T,Staff,24.0,18.0,19-JAN 07-MAY,12:30-1:20pm,0.0
16,,,,21.0,SEM,REMOTE ONLY,13096.0,QSB-291-01,QSB Seminar Series,F,"McTavish, Emily Jane",45.0,24.0,19-JAN 07-MAY,10:30-11:45am,1.0
17,,,,6.0,SEM,REMOTE ONLY,10201.0,QSB-292-04,QSB Group Meeting,,"Hoyer, Katrina",10.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
18,,,,0.0,SEM,REMOTE ONLY,10202.0,QSB-292-05,QSB Group Meeting,,"Frank, Carolin",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
19,,,,4.0,SEM,REMOTE ONLY,10203.0,QSB-292-06,QSB Group Meeting,,"Ortiz, Rudy",8.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
20,,,,3.0,SEM,REMOTE ONLY,10204.0,QSB-292-07,QSB Group Meeting,,"Loots, Gabriela",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
21,,,,1.0,SEM,REMOTE ONLY,10206.0,QSB-292-09,QSB Group Meeting,,"McCloskey, Kara",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
22,,,,1.0,SEM,REMOTE ONLY,10207.0,QSB-292-10,QSB Group Meeting,,"Cleary, Michael",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
23,,,,0.0,SEM,REMOTE ONLY,10209.0,QSB-292-12,QSB Group Meeting,,"Garcia-Ojeda, Marcos",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
24,,,,0.0,SEM,REMOTE ONLY,10210.0,QSB-292-13,QSB Group Meeting,,"LiWang, Patricia",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
25,,,,1.0,SEM,REMOTE ONLY,14533.0,QSB-292-14,QSB Group Meeting,,"Ge, Xuecai",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
26,,,,1.0,SEM,REMOTE ONLY,10212.0,QSB-292-16,QSB Group Meeting,,"Oviedo, Nestor",8.0,7.0,19-JAN 07-MAY,TBD-TBD,1.0
27,,,,0.0,SEM,REMOTE ONLY,10440.0,QSB-292-17,QSB Group Meeting,,"LiWang, Andy",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
28,,,,3.0,SEM,REMOTE ONLY,10447.0,QSB-292-18,QSB Group Meeting,,"Barlow, Miriam",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
29,,,,4.0,SEM,REMOTE ONLY,10452.0,QSB-292-20,QSB Group Meeting,,"Wolf, Frederick",5.0,1.0,19-JAN 07-MAY,TBD-TBD,1.0
30,,,,0.0,SEM,REMOTE ONLY,11749.0,QSB-292-23,QSB Group Meeting,,"Hart, Steve",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
31,,,,3.0,SEM,REMOTE ONLY,12095.0,QSB-292-24,QSB Group Meeting,,"Dawson, Michael",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
32,,,,0.0,SEM,REMOTE ONLY,12624.0,QSB-292-25,QSB Group Meeting,,"Escobar, Ariel",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
33,,,,2.0,SEM,REMOTE ONLY,13154.0,QSB-292-26,QSB Group Meeting,,"Saha, Ramendra",5.0,3.0,19-JAN 07-MAY,TBD-TBD,1.0
34,,,,0.0,SEM,REMOTE ONLY,13164.0,QSB-292-27,QSB Group Meeting,,"Munoz, Victor",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
35,,,,3.0,SEM,REMOTE ONLY,13298.0,QSB-292-28,QSB Group Meeting,,"Jensen, Kirk",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
36,,,,0.0,SEM,REMOTE ONLY,13340.0,QSB-292-29,QSB Group Meeting,,"Beaster-Jones, Laura",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
37,,,,3.0,SEM,REMOTE ONLY,13341.0,QSB-292-30,QSB Group Meeting,,"Hernday, Aaron",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
38,,,,0.0,SEM,REMOTE ONLY,13342.0,QSB-292-31,QSB Group Meeting,,"Huerta-Sanchez, Emilia",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
39,,,,7.0,SEM,REMOTE ONLY,13343.0,QSB-292-32,QSB Group Meeting,,"Nobile, Clarissa",15.0,8.0,19-JAN 07-MAY,TBD-TBD,1.0
40,,,,2.0,SEM,REMOTE ONLY,13344.0,QSB-292-33,QSB Group Meeting,,"Yeakel, Justin",5.0,3.0,19-JAN 07-MAY,TBD-TBD,1.0
41,,,,2.0,SEM,REMOTE ONLY,13345.0,QSB-292-34,QSB Group Meeting,,"Sistrom, Mark",5.0,3.0,19-JAN 07-MAY,TBD-TBD,1.0
42,,,,0.0,SEM,REMOTE ONLY,13352.0,QSB-292-35,QSB Group Meeting,,"Moran, Emily",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
43,,,,1.0,SEM,REMOTE ONLY,13481.0,QSB-292-36,QSB Group Meeting,,"Manilay, Jennifer",8.0,7.0,19-JAN 07-MAY,TBD-TBD,1.0
44,,,,4.0,SEM,REMOTE ONLY,13548.0,QSB-292-37,QSB Group Meeting,,"Roy, Scott",5.0,1.0,19-JAN 07-MAY,TBD-TBD,1.0
45,,,,0.0,SEM,REMOTE ONLY,13556.0,QSB-292-38,QSB Group Meeting,,"Edwards, Danielle",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
46,,,,1.0,SEM,REMOTE ONLY,13712.0,QSB-292-39,QSB Group Meeting,,"Beman, Michael",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
47,,,,0.0,SEM,REMOTE ONLY,13713.0,QSB-292-40,QSB Group Meeting,,"Blois, Jessica",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
48,,,,0.0,SEM,REMOTE ONLY,13714.0,QSB-292-41,QSB Group Meeting,,"Chin, Wei-Chun",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
49,,,,0.0,SEM,REMOTE ONLY,13715.0,QSB-292-42,QSB Group Meeting,,"Colvin, Michael",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
50,,,,0.0,SEM,REMOTE ONLY,13716.0,QSB-292-43,QSB Group Meeting,,"Gopinathan, Ajay",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
51,,,,0.0,SEM,REMOTE ONLY,13717.0,QSB-292-44,QSB Group Meeting,,"Hirst, Linda",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
52,,,,0.0,SEM,REMOTE ONLY,13718.0,QSB-292-45,QSB Group Meeting,,"Khatri, Shilpa",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
53,,,,1.0,SEM,REMOTE ONLY,13719.0,QSB-292-46,QSB Group Meeting,,"Li, Changqing",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
54,,,,0.0,SEM,REMOTE ONLY,13720.0,QSB-292-47,QSB Group Meeting,,"Liu, Bin",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
55,,,,1.0,SEM,REMOTE ONLY,13721.0,QSB-292-48,QSB Group Meeting,,"McTavish, Emily Jane",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
56,,,,0.0,SEM,REMOTE ONLY,13722.0,QSB-292-49,QSB Group Meeting,,"Sexton, Jason",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
57,,,,0.0,SEM,REMOTE ONLY,13723.0,QSB-292-50,QSB Group Meeting,,"Sindi, Suzanne",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
58,,,,0.0,SEM,REMOTE ONLY,13724.0,QSB-292-51,QSB Group Meeting,,"Smaldino, Paul",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
59,,,,0.0,SEM,REMOTE ONLY,13725.0,QSB-292-52,QSB Group Meeting,,"Subramaniam, Anand",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
60,,,,0.0,SEM,REMOTE ONLY,13726.0,QSB-292-53,QSB Group Meeting,,"Viney, Christopher",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
61,,,,0.0,SEM,REMOTE ONLY,13727.0,QSB-292-54,QSB Group Meeting,,"Xu, Jing",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
62,,,,0.0,SEM,REMOTE ONLY,13744.0,QSB-292-56,QSB Group Meeting,,"Visel, Axel",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
63,,,,0.0,SEM,REMOTE ONLY,13745.0,QSB-292-57,QSB Group Meeting,,"Zoghbi, Maria Elena",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
64,,,,0.0,SEM,REMOTE ONLY,13746.0,QSB-292-58,QSB Group Meeting,,"Woo, Stephanie",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
65,,,,0.0,SEM,REMOTE ONLY,13747.0,QSB-292-59,QSB Group Meeting,,"Tringe, Susannah",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
66,,,,1.0,SEM,REMOTE ONLY,13748.0,QSB-292-60,QSB Group Meeting,,"Ge, Xuecai",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
67,,,,0.0,SEM,REMOTE ONLY,13749.0,QSB-292-61,QSB Group Meeting,,"Wang, Zhong",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
68,,,,0.0,SEM,REMOTE ONLY,13756.0,QSB-292-62,QSB Group Meeting,,"Woyke, Tanja",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
69,,,,0.0,SEM,REMOTE ONLY,14004.0,QSB-292-63,QSB Group Meeting,,"Ardell, David",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
70,,,,0.0,SEM,REMOTE ONLY,14033.0,QSB-292-64,QSB Group Meeting,,"Hernday, Aaron",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
71,,,,0.0,SEM,REMOTE ONLY,14385.0,QSB-292-65,QSB Group Meeting,,"de Alba Bastarrechea, Eva",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
72,,,,1.0,SEM,REMOTE ONLY,14936.0,QSB-292-66,QSB Group Meeting,,"Sukenik, Shahar",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
73,,,,2.0,SEM,REMOTE ONLY,14532.0,QSB-292-67,QSB Group Meeting,,"Bennett, Gordon",5.0,3.0,19-JAN 07-MAY,TBD-TBD,1.0
74,,,,1.0,SEM,REMOTE ONLY,14731.0,QSB-292-69,QSB Group Meeting,,"Ni, Chih-Wen",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
75,,,,3.0,SEM,REMOTE ONLY,14819.0,QSB-292-70,QSB Group Meeting,,"Spencer, Joel",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
76,,,,1.0,SEM,REMOTE ONLY,15799.0,QSB-292-71,QSB Group Meeting,,"Kranzfelder, Petra",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
77,,,,3.0,SEM,REMOTE ONLY,16642.0,QSB-292-72,QSB Group Meeting,,"Nishiguchi, Michele",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
78,,,,4.0,SEM,REMOTE ONLY,16767.0,QSB-292-73,QSB Group Meeting,,"Grasis, Juris",5.0,1.0,19-JAN 07-MAY,TBD-TBD,1.0
79,,,,0.0,DISC,REMOTE ONLY,10187.0,QSB-293-03,QSB Journal Club,,"Dawson, Michael",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
80,,,,0.0,DISC,REMOTE ONLY,10188.0,QSB-293-04,QSB Journal Club,,"Hoyer, Katrina",6.0,6.0,19-JAN 07-MAY,TBD-TBD,1.0
81,,,,1.0,DISC,REMOTE ONLY,10189.0,QSB-293-05,QSB Journal Club,,"Beman, Michael",6.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
82,,,,3.0,DISC,REMOTE ONLY,10190.0,QSB-293-06,QSB Journal Club,,"Ortiz, Rudy",8.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
83,,,,4.0,DISC,REMOTE ONLY,10191.0,QSB-293-07,QSB Journal Club,,"Loots, Gabriela",5.0,1.0,19-JAN 07-MAY,TBD-TBD,1.0
84,,,,1.0,DISC,REMOTE ONLY,10193.0,QSB-293-09,QSB Journal Club,,"McCloskey, Kara",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
85,,,,1.0,DISC,REMOTE ONLY,10194.0,QSB-293-10,QSB Journal Club,,"Cleary, Michael",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
86,,,,0.0,DISC,REMOTE ONLY,10196.0,QSB-293-12,QSB Journal Club,,"Garcia-Ojeda, Marcos",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
87,,,,0.0,DISC,REMOTE ONLY,10197.0,QSB-293-13,QSB Journal Club,,"LiWang, Patricia",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
88,,,,1.0,DISC,REMOTE ONLY,14732.0,QSB-293-14,QSB Journal Club,,"Ni, Chih-Wen",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
89,,,,0.0,DISC,REMOTE ONLY,10438.0,QSB-293-15,QSB Journal Club,,"Frank, Carolin",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
90,,,,1.0,DISC,REMOTE ONLY,10446.0,QSB-293-16,QSB Journal Club,,"Oviedo, Nestor",8.0,7.0,19-JAN 07-MAY,TBD-TBD,1.0
91,,,,3.0,DISC,REMOTE ONLY,10631.0,QSB-293-17,QSB Journal Club,,"Barlow, Miriam",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
92,,,,4.0,DISC,REMOTE ONLY,10633.0,QSB-293-19,QSB Journal Club,,"Wolf, Frederick",5.0,1.0,19-JAN 07-MAY,TBD-TBD,1.0
93,,,,0.0,DISC,REMOTE ONLY,11748.0,QSB-293-21,QSB Journal Club,,"Hart, Steve",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
94,,,,1.0,DISC,REMOTE ONLY,12094.0,QSB-293-22,QSB Journal Club,,"Manilay, Jennifer",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
95,,,,0.0,DISC,REMOTE ONLY,12625.0,QSB-293-23,QSB Journal Club,,"Escobar, Ariel",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
96,,,,0.0,DISC,REMOTE ONLY,12988.0,QSB-293-24,QSB Journal Club,,"LiWang, Andy",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
97,,,,2.0,DISC,REMOTE ONLY,13155.0,QSB-293-25,QSB Journal Club,,"Saha, Ramendra",5.0,3.0,19-JAN 07-MAY,TBD-TBD,1.0
98,,,,0.0,DISC,REMOTE ONLY,13165.0,QSB-293-26,QSB Journal Club,,"Munoz, Victor",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
99,,,,2.0,DISC,REMOTE ONLY,13299.0,QSB-293-27,QSB Journal Club,,"Jensen, Kirk",5.0,3.0,19-JAN 07-MAY,TBD-TBD,1.0
100,,,,0.0,DISC,REMOTE ONLY,13346.0,QSB-293-28,QSB Journal Club,,"Beaster-Jones, Laura",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
101,,,,3.0,DISC,REMOTE ONLY,13347.0,QSB-293-29,QSB Journal Club,,"Hernday, Aaron",5.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
102,,,,0.0,DISC,REMOTE ONLY,13348.0,QSB-293-30,QSB Journal Club,,"Huerta-Sanchez, Emilia",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
103,,,,6.0,DISC,REMOTE ONLY,13349.0,QSB-293-31,QSB Journal Club,,"Nobile, Clarissa",8.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
104,,,,1.0,DISC,REMOTE ONLY,13350.0,QSB-293-32,QSB Journal Club,,"Yeakel, Justin",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
105,,,,1.0,DISC,REMOTE ONLY,13351.0,QSB-293-33,QSB Journal Club,,"Sistrom, Mark",5.0,4.0,19-JAN 07-MAY,TBD-TBD,1.0
106,,,,0.0,DISC,REMOTE ONLY,13353.0,QSB-293-34,QSB Journal Club,,"Moran, Emily",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
107,,,,4.0,DISC,REMOTE ONLY,13547.0,QSB-293-35,QSB Journal Club,,"Roy, Scott",5.0,1.0,19-JAN 07-MAY,TBD-TBD,1.0
108,,,,0.0,DISC,REMOTE ONLY,13557.0,QSB-293-36,QSB Journal Club,,"Edwards, Danielle",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
109,,,,0.0,DISC,REMOTE ONLY,13728.0,QSB-293-37,QSB Journal Club,,"Blois, Jessica",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
110,,,,0.0,DISC,REMOTE ONLY,13729.0,QSB-293-38,QSB Journal Club,,"Chin, Wei-Chun",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
111,,,,0.0,DISC,REMOTE ONLY,13730.0,QSB-293-39,QSB Journal Club,,"Colvin, Michael",5.0,5.0,19-JAN 07-MAY,TBD-TBD,1.0
